activity	automated	case_id	event_detail	event_end	event_start	team	user
Pay invoice	False	123745	Bank account 5621997	2018-02-23 16:38:01	2018-02-23 16:21:39.667	Controlling	Macy Hurst
Check received invoice	False	123762	Checked by Macy Hurst	2018-01-08 09:00:44	2018-01-08 09:00:42.667	Controlling	Macy Hurst
Request data	False	123762	Request sent: 2018-01-08	2018-01-08 11:28:00	2018-01-08 09:49:49.333	Controlling	Macy Hurst
Check contract conditions	False	123762	Checked by Macy Hurst	2018-01-08 11:28:00	2018-01-08 11:28:00	Controlling	Macy Hurst
Check contract conditions	False	123762	Checked by Macy Hurst	2018-01-08 11:28:05	2018-01-08 11:28:01.667	Controlling	Macy Hurst
Final check of invoice	False	123762	Checked by Mariam Gilbert	2018-02-17 16:12:32	2018-02-17 16:12:32	Other	Mariam Gilbert
Approve invoice	False	123762	Approve hierarchy (level 1)	2018-02-22 10:49:03	2018-02-20 01:30:47.500	Line management	Eden Morrow
Check received invoice	False	123873	Checked by Macy Hurst	2018-01-08 09:05:36	2018-01-08 09:05:35.333	Controlling	Macy Hurst
Request data	False	123873	Request sent: 2018-01-08	2018-01-08 11:33:09	2018-01-08 09:54:47	Controlling	Macy Hurst
Check contract conditions	False	123873	Checked by Macy Hurst	2018-01-08 11:33:09	2018-01-08 11:33:09	Controlling	Macy Hurst
Check contract conditions	False	123873	Checked by Macy Hurst	2018-01-08 11:33:14	2018-01-08 11:33:10.667	Controlling	Macy Hurst
Final check of invoice	True	123873	Checked by System	2018-01-19 16:29:02	2018-01-19 16:29:02	Auto-processor	System
Final check of invoice	True	123873	Checked by System	2018-01-26 16:30:44	2018-01-26 16:30:44	Auto-processor	System
Final check of invoice	False	123873	Checked by Samuel Hurley	2018-01-29 16:31:12	2018-01-29 16:31:12	Other	Samuel Hurley
Pay invoice	True	123873	Bank account 6752110	2018-02-02 08:53:52	2018-02-02 08:53:52	Controlling	Macy Hurst
Check received invoice	False	123907	Checked by Medge Patel	2018-01-08 11:30:04	2018-01-08 11:30:04	Finance	Medge Patel
Final check of invoice	False	123907	Checked by Addison Houston	2018-01-11 10:19:14	2018-01-11 10:19:14	Other	Addison Houston
Pay invoice	False	123907	Bank account 7062141	2018-01-11 14:07:14	2018-01-11 14:07:14	Finance	Medge Patel
Final check of invoice	False	123959	Checked by Renee Turner	2018-01-12 13:58:04	2018-01-12 13:58:04	Other	Renee Turner
Pay invoice	False	123959	Bank account 7512186	2018-01-13 12:56:37	2018-01-13 12:56:37	Finance	Medge Patel
Check received invoice	False	124146	Checked by Fiona Luna	2018-01-12 07:45:26	2018-01-12 07:45:25.200	Controlling	Fiona Luna
Request data	False	124146	Request sent: 2018-01-12	2018-01-12 10:04:47	2018-01-12 09:09:02.600	Controlling	Fiona Luna
Check contract conditions	False	124146	Checked by Fiona Luna	2018-01-12 10:04:48	2018-01-12 10:04:47.600	Controlling	Fiona Luna
Check contract conditions	False	124146	Checked by Fiona Luna	2018-01-12 10:04:57	2018-01-12 10:04:53.400	Controlling	Fiona Luna
Final check of invoice	False	124146	Checked by Martin Alston	2018-02-03 10:21:23		Other	Martin Alston
Pay invoice	True	124146	Bank account 9112346	2018-02-15 11:26:50	2018-02-15 11:26:50	Controlling	Fiona Luna
Check received invoice	False	124163	Checked by Fiona Luna	2018-01-12 08:00:13	2018-01-12 08:00:12.600	Controlling	Fiona Luna
Check contract conditions	False	124163	Checked by Fiona Luna	2018-01-12 09:03:10	2018-01-12 09:03:10	Controlling	Fiona Luna
Final check of invoice	False	124163	Checked by Lucas Alston	2018-01-12 09:06:24		Other	Lucas Alston
Approve invoice	False	124163	Approve hierarchy (level 2)	2018-01-12 10:01:02	2018-01-12 10:01:02	Other	Caesar Donaldson
Check received invoice	False	124168	Checked by Clio Butler	2018-01-12 08:00:26	2018-01-12 08:00:25.333	Controlling	Clio Butler
Request data	False	124168	Request sent: 2018-01-12	2018-01-12 09:40:24	2018-01-12 09:07:04.667	Controlling	Clio Butler
Check contract conditions	False	124168	Checked by Clio Butler	2018-01-12 09:40:26	2018-01-12 09:40:25.333	Controlling	Clio Butler
Final check of invoice	False	124168	Checked by Melissa Charles	2018-01-12 09:45:54		Other	Melissa Charles
Approve invoice	True	124168	Approve hierarchy (level 1)	2018-01-12 10:12:51	2018-01-12 10:12:51	Auto-processor	System
Pay invoice	False	124163	Bank account 9252360	2018-01-12 12:56:46	2018-01-12 11:46:28.400	Controlling	Fiona Luna
Pay invoice	False	124168	Bank account 9292364	2018-01-19 10:30:26	2018-01-19 10:24:48.333	Controlling	Clio Butler
Check received invoice	False	124526	Checked by Rebecca Love	2018-01-13 15:15:50	2018-01-13 15:15:50	Finance	Rebecca Love
Final check of invoice	False	124526	Checked by Cairo Kerr	2018-01-14 15:52:03	2018-01-14 15:52:03	Other	Cairo Kerr
Approve invoice	False	124526	Approve hierarchy (level 3)	2018-01-15 09:14:18	2018-01-15 09:14:18	Other	Jayme Hampton
Check received invoice	False	124689	Checked by Medge Patel	2018-01-14 15:00:12	2018-01-14 15:00:12	Finance	Medge Patel
Final check of invoice	False	124689	Checked by Jaden Kent	2018-01-15 14:26:29	2018-01-15 06:37:43.333	Purchasing	Jaden Kent
Final check of invoice	False	124689	Checked by Gil Spencer	2018-01-18 09:56:30	2018-01-18 09:56:30	Other	Gil Spencer
Approve invoice	False	124689	Approve hierarchy (level 2)	2018-01-18 12:10:23	2018-01-18 12:10:23	Other	Colorado Trevino
Check received invoice	False	124726	Checked by Rebecca Love	2018-01-14 19:00:25	2018-01-14 19:00:25	Finance	Rebecca Love
Final check of invoice	True	124726	Checked by System	2018-01-15 16:06:31	2018-01-15 16:06:31	Auto-processor	System
Final check of invoice	False	124726	Checked by Tamekah Wilkins	2018-01-26 16:07:42	2018-01-26 16:07:42	Other	Tamekah Wilkins
Final check of invoice	False	124726	Checked by Vaughan Keith	2018-01-29 14:52:40	2018-01-29 14:52:40	Other	Vaughan Keith
Pay invoice	True	124726	Bank account 9351514	2018-02-02 17:40:08	2018-02-02 17:40:08	Finance	Cullen Combs
Check received invoice	False	124794	Checked by Rebecca Love	2018-01-15 14:31:03	2018-01-15 14:31:03	Finance	Rebecca Love
Final check of invoice	True	124794	Checked by System	2018-01-18 12:39:56	2018-01-18 12:39:56	Auto-processor	System
Final check of invoice	False	124794	Checked by Alden Baxter	2018-01-27 12:42:50	2018-01-25 06:42:06.500	Purchasing	Alden Baxter
Pay invoice	False	124794	Bank account 5141574	2018-01-28 17:59:37	2018-01-28 17:59:37	Finance	Rebecca Love
Check received invoice	False	124840	Checked by Rebecca Love	2018-01-15 16:15:20	2018-01-15 16:15:20	Finance	Rebecca Love
Final check of invoice	False	124840	Checked by Harrison Kline	2018-01-18 12:44:15		Other	Harrison Kline
Pay invoice	False	124840	Bank account 5581618	2018-01-21 17:19:32	2018-01-21 17:19:32	Finance	Rebecca Love
Final check of invoice	False	124965	Checked by Gil Bush	2018-01-19 08:08:37	2018-01-19 08:06:30.250	Purchasing	Gil Bush
Approve invoice	False	124965	Approve hierarchy (level 3)	2018-01-19 14:14:15	2018-01-19 12:12:22.333	Financial approval	Norman Calhoun
Pay invoice	False	124965	Bank account 6501710	2018-01-20 08:19:34	2018-01-20 08:19:34	Administration	Kyla Jackson
Check received invoice	False	125119	Checked by Tarik Cohen	2018-01-20 13:15:04	2018-01-20 13:15:04	Administration	Tarik Cohen
Final check of invoice	True	125119	Checked by System	2018-01-21 10:24:43	2018-01-21 10:24:43	Auto-processor	System
Final check of invoice	False	125119	Checked by Willa Horne	2018-02-01 10:25:38	2018-02-01 10:25:38	Other	Willa Horne
Check received invoice	False	125133	Checked by Tarik Cohen	2018-01-20 14:15:18	2018-01-20 14:15:18	Administration	Tarik Cohen
Final check of invoice	False	125133	Checked by Colton Juarez	2018-01-21 15:42:24	2018-01-21 15:42:24	Other	Colton Juarez
Approve invoice	True	125133	Approve hierarchy (level 1)	2018-01-27 12:18:30	2018-01-27 12:18:30	Other	Morgan Whitfield
Approve invoice	True	125133	Approve hierarchy (level 2)	2018-01-27 12:36:09	2018-01-27 12:36:09	Other	Hakeem Dale
Pay invoice	True	125133	Bank account 7971857	2018-01-21 14:37:05	2018-01-21 14:37:05	Finance	Rebecca Love
Pay invoice	True	125133	Bank account 7971857	2018-01-27 15:17:01	2018-01-27 15:17:01	Finance	Cullen Combs
Request data	False	125209	Request sent: 2018-01-23	2018-01-25 11:01:17	2018-01-23 19:48:56.200	Controlling	Fiona Luna
Check contract conditions	False	125209	Checked by Fiona Luna	2018-01-25 11:01:17	2018-01-25 11:01:17	Controlling	Fiona Luna
Final check of invoice	False	125209	Checked by Aladdin Middleton	2018-01-25 11:02:17	2018-01-25 11:01:17	Purchasing	Aladdin Middleton
Approve invoice	False	125209	Approve hierarchy (level 1)	2018-01-28 11:32:07	2018-01-25 11:02:17	Financial approval	Daphne Gordon
Pay invoice	False	125209	Bank account 8651925	2018-01-28 12:18:11	2018-01-28 11:59:45.400	Controlling	Fiona Luna
Check received invoice	False	125244	Checked by Tarik Cohen	2018-01-21 15:15:07	2018-01-21 15:15:07	Administration	Tarik Cohen
Final check of invoice	False	125244	Checked by Cairo Kerr	2018-01-22 11:37:00	2018-01-22 11:37:00	Other	Cairo Kerr
Pay invoice	False	125244	Bank account 8891949	2018-01-22 12:31:32		Finance	Cullen Combs
Check received invoice	False	125320	Checked by Fiona Luna	2018-01-25 09:00:08	2018-01-25 09:00:07.600	Controlling	Fiona Luna
Final check of invoice	True	125320	Checked by System	2018-02-01 09:43:36	2018-02-01 09:43:36	Auto-processor	System
Final check of invoice	True	125320	Checked by System	2018-02-04 09:46:08	2018-02-04 09:46:08	Auto-processor	System
Final check of invoice	False	125320	Checked by Norman Calhoun	2018-02-11 14:20:57	2018-02-11 04:50:18.667	Financial approval	Norman Calhoun
Final check of invoice	False	125320	Checked by Aaron Downs	2018-02-12 13:48:26	2018-02-12 13:48:26	Administration	Aaron Downs
Final check of invoice	True	125320	Checked by System	2018-02-17 11:21:16	2018-02-17 11:21:16	Auto-processor	System
Final check of invoice	True	125320	Checked by System	2018-02-24 11:22:16	2018-02-24 11:22:16	Auto-processor	System
Final check of invoice	False	125320	Checked by Gil Bush	2018-03-01 11:25:02	2018-02-28 05:24:20.500	Purchasing	Gil Bush
Approve invoice	True	125320	Approve hierarchy (level 1)	2018-03-01 14:21:04	2018-03-01 14:21:04	Financial approval	Norman Calhoun
Pay invoice	True	125320	Bank account 9552015	2018-02-10 09:49:02	2018-02-10 09:49:02	Controlling	Alan Boyer
Pay invoice	True	125320	Bank account 9552015	2018-02-17 11:20:01	2018-02-17 11:20:01	Controlling	Fiona Luna
Pay invoice	True	125320	Bank account 9552015	2018-03-02 08:45:51	2018-03-02 08:45:51	Controlling	Fiona Luna
Check received invoice	False	125356	Checked by Dennis Robertson	2018-01-25 13:00:53		Finance	Dennis Robertson
Pay invoice	True	125356	Bank account 5022043	2018-02-03 08:50:27	2018-02-03 08:50:27	Finance	Dennis Robertson
Check received invoice	False	125427	Checked by Rebecca Love	2018-01-25 15:15:15	2018-01-25 15:15:15	Finance	Rebecca Love
Final check of invoice	False	125427	Checked by Yolanda Mcneil	2018-01-27 17:04:11		Other	Yolanda Mcneil
Check received invoice	False	125441	Checked by Rebecca Love	2018-01-25 15:15:52	2018-01-25 15:15:52	Finance	Rebecca Love
Final check of invoice	False	125441	Checked by Urielle Schultz	2018-01-27 16:52:20	2018-01-27 16:52:20	Other	Urielle Schultz
Final check of invoice	False	125441	Checked by Kylie Guy	2018-02-01 08:56:40	2018-02-01 08:56:40	Other	Kylie Guy
Final check of invoice	False	125441	Checked by Kylie Guy	2018-02-04 10:43:20	2018-02-04 10:43:20	Other	Kylie Guy
Final check of invoice	False	125441	Checked by Grant Mcmahon	2018-02-12 15:01:19		Other	Grant Mcmahon
Final check of invoice	False	125441	Checked by Kylie Guy	2018-02-12 15:59:27	2018-02-12 15:59:27	Other	Kylie Guy
Approve invoice	True	125441	Approve hierarchy (level 3)	2018-02-15 16:03:32	2018-02-15 16:03:32	Other	Urielle Schultz
Pay invoice	True	125441	Bank account 5762117	2018-02-04 10:49:20	2018-02-04 10:49:20	Finance	Rebecca Love
Check received invoice	False	125482	Checked by Alan Boyer	2018-01-26 14:31:24	2018-01-26 14:31:23.333	Controlling	Alan Boyer
Final check of invoice	False	125482	Checked by Justine Monroe	2018-01-28 17:32:04	2018-01-28 04:46:54	Purchasing	Justine Monroe
Check received invoice	False	125718	Checked by Rebecca Love	2018-01-28 15:15:13	2018-01-28 15:15:13	Finance	Rebecca Love
Final check of invoice	False	125718	Checked by Ray Osborne	2018-01-29 13:11:54	2018-01-29 13:11:54	Other	Ray Osborne
Pay invoice	False	125718	Bank account 8182359	2018-02-01 11:40:29		Finance	Cullen Combs
Check received invoice	False	125821	Checked by Fiona Luna	2018-01-29 10:15:19	2018-01-29 10:15:18.600	Controlling	Fiona Luna
Request data	False	125821	Request sent: 2018-01-29	2018-01-29 12:14:29	2018-01-29 11:26:49	Controlling	Fiona Luna
Check contract conditions	False	125821	Checked by Fiona Luna	2018-01-29 12:14:32	2018-01-29 12:14:30.800	Controlling	Fiona Luna
Final check of invoice	True	125821	Checked by System	2018-01-29 12:15:23	2018-01-29 12:15:23	Auto-processor	System
Final check of invoice	True	125821	Checked by System	2018-02-09 12:15:52	2018-02-09 12:15:52	Auto-processor	System
Final check of invoice	True	125821	Checked by System	2018-02-12 12:16:21	2018-02-12 12:16:21	Auto-processor	System
Final check of invoice	False	125821	Checked by Michael Castaneda	2018-02-16 12:56:22	2018-02-16 12:37:40.500	Purchasing	Michael Castaneda
Approve invoice	True	125821	Approve hierarchy (level 3)	2018-02-19 17:06:33	2018-02-19 17:06:33	Financial approval	Neil Vega
Pay invoice	True	125821	Bank account 9162457	2018-02-19 17:37:33	2018-02-19 17:37:33	Controlling	Fiona Luna
Check received invoice	False	125877	Checked by Hunter Garcia	2018-01-29 16:45:17	2018-01-29 16:45:17	Administration	Hunter Garcia
Final check of invoice	False	125877	Checked by Diana Vincent	2018-02-01 12:26:02	2018-02-01 12:26:02	Other	Diana Vincent
Approve invoice	False	125877	Approve hierarchy (level 3)	2018-02-01 13:06:08	2018-02-01 13:06:08	Other	Kylie Guy
Approve invoice	False	125877	Approve hierarchy (level 1)	2018-02-01 17:21:34	2018-02-01 17:21:34	Other	Urielle Schultz
Check received invoice	False	125899	Checked by Hunter Garcia	2018-02-01 09:00:32	2018-02-01 09:00:32	Administration	Hunter Garcia
Approve invoice	False	125899	Approve hierarchy (level 1)	2018-02-02 14:59:22	2018-02-02 14:59:22	Other	Celeste Sharp
Pay invoice	False	125899	Bank account 5032525	2018-02-02 15:58:53	2018-02-02 15:58:53	Administration	Hunter Garcia
Check received invoice	False	125926	Checked by Gary Le	2018-02-01 14:00:38	2018-02-01 14:00:37.667	Controlling	Gary Le
Request data	False	125926	Request sent: 2018-02-02	2018-02-03 13:55:45	2018-02-02 21:57:22.667	Controlling	Gary Le
Check contract conditions	False	125926	Checked by Gary Le	2018-02-03 13:55:45	2018-02-03 13:55:45	Controlling	Gary Le
Check contract conditions	False	125926	Checked by Gary Le	2018-02-03 13:57:34	2018-02-03 13:56:57.667	Controlling	Gary Le
Approve invoice	False	125926	Approve hierarchy (level 2)	2018-03-16 12:01:52	2018-03-16 11:56:27	Financial approval	Lunea Fitzgerald
Pay invoice	False	125926	Bank account 5222544	2018-03-16 15:17:06	2018-03-16 14:12:01.333	Controlling	Cruz Abbott
Check received invoice	False	125949	Checked by Medge Patel	2018-02-01 14:15:34	2018-02-01 14:15:34	Finance	Medge Patel
Final check of invoice	False	125949	Checked by Samantha Beach	2018-02-02 15:25:57	2018-02-02 15:25:57	Other	Samantha Beach
Final check of invoice	False	125949	Checked by Xerxes Espinoza	2018-02-03 12:34:44	2018-02-03 08:20:58.600	Financial approval	Xerxes Espinoza
Approve invoice	True	125949	Approve hierarchy (level 1)	2018-02-09 11:38:27	2018-02-09 11:38:27	Financial approval	Xerxes Espinoza
Pay invoice	True	125949	Bank account 5402562	2018-02-09 13:12:22	2018-02-09 13:12:22	Finance	Medge Patel
Check received invoice	False	126030	Checked by Medge Patel	2018-02-02 12:30:26	2018-02-02 12:30:26	Finance	Medge Patel
Final check of invoice	False	126030	Checked by Ria Le	2018-02-03 12:34:46	2018-02-03 12:34:46	Other	Ria Le
Approve invoice	True	126030	Approve hierarchy (level 2)	2018-02-03 15:34:39	2018-02-03 15:34:39	Other	Upton Watkins
Check received invoice	False	126093	Checked by Knox Gonzalez	2018-02-03 10:00:33	2018-02-03 10:00:32	Controlling	Knox Gonzalez
Request data	False	126093	Request sent: 2018-02-03	2018-02-09 10:35:30	2018-02-03 10:00:33	Controlling	Knox Gonzalez
Check contract conditions	False	126093	Checked by Knox Gonzalez	2018-02-09 10:35:32	2018-02-09 10:35:30	Controlling	Knox Gonzalez
Final check of invoice	True	126093	Checked by System	2018-02-16 10:39:58	2018-02-16 10:39:58	Auto-processor	System
Final check of invoice	False	126093	Checked by Barrett Witt	2018-02-19 10:40:29	2018-02-19 10:40:29	Other	Barrett Witt
Approve invoice	False	126093	Approve hierarchy (level 3)	2018-02-19 15:56:32	2018-02-19 14:11:11	Line management	Kiona Sanchez
Pay invoice	False	126093	Bank account 6611346	2018-02-22 08:52:17	2018-02-19 15:56:32	Controlling	Knox Gonzalez
Check received invoice	False	126134	Checked by Medge Patel	2018-02-03 10:15:55	2018-02-03 10:15:55	Finance	Medge Patel
Final check of invoice	True	126134	Checked by System	2018-02-10 08:08:31	2018-02-10 08:08:31	Auto-processor	System
Final check of invoice	False	126134	Checked by Reuben Chen	2018-02-19 08:10:27	2018-02-19 08:10:27	Other	Reuben Chen
Approve invoice	True	126134	Approve hierarchy (level 2)	2018-03-03 12:49:30	2018-03-03 12:49:30	Other	Taylor Nixon
Pay invoice	True	126134	Bank account 6931378	2018-03-07 11:52:59	2018-03-07 11:52:59	Finance	Cullen Combs
Check received invoice	False	126301	Checked by Medge Patel	2018-02-03 15:00:18	2018-02-03 15:00:18	Finance	Medge Patel
Final check of invoice	False	126301	Checked by Jaden Kent	2018-02-04 12:11:37	2018-02-04 05:07:50.667	Purchasing	Jaden Kent
Approve invoice	False	126301	Approve hierarchy (level 3)	2018-02-04 13:38:46	2018-02-04 13:09:43	Financial approval	Claire Frost
Check received invoice	False	126399	Checked by Fiona Luna	2018-02-04 10:16:49	2018-02-04 10:16:48.600	Controlling	Fiona Luna
Check contract conditions	False	126399	Checked by Fiona Luna	2018-02-15 09:25:43	2018-02-15 09:25:41.800	Controlling	Fiona Luna
Final check of invoice	False	126399	Checked by Brittany Everett	2018-02-15 09:26:51	2018-02-15 09:26:51	Other	Brittany Everett
Approve invoice	True	126399	Approve hierarchy (level 2)	2018-02-15 13:12:31	2018-02-15 13:12:31	Other	Caesar Donaldson
Pay invoice	True	126399	Bank account 9191604	2018-02-16 11:33:56	2018-02-16 11:33:56	Controlling	Fiona Luna
Check received invoice	False	126419	Checked by Macy Hurst	2018-02-04 10:31:15	2018-02-04 10:31:14.333	Controlling	Macy Hurst
Request data	False	126419	Request sent: 2018-02-04	2018-02-04 14:34:15	2018-02-04 11:52:15	Controlling	Macy Hurst
Check contract conditions	False	126419	Checked by Macy Hurst	2018-02-04 14:34:15	2018-02-04 14:34:15	Controlling	Macy Hurst
Check contract conditions	False	126419	Checked by Macy Hurst	2018-02-04 14:34:20	2018-02-04 14:34:16.667	Controlling	Macy Hurst
Final check of invoice	False	126419	Checked by Ashely Sutton	2018-02-22 17:34:16	2018-02-22 17:34:16	Other	Ashely Sutton
Pay invoice	True	126419	Bank account 9391624	2018-02-23 09:26:18	2018-02-23 09:26:18	Controlling	Macy Hurst
Request data	False	126478	Request sent: 2018-02-04	2018-02-04 14:34:35	2018-02-04 12:03:03.667	Controlling	Macy Hurst
Check contract conditions	False	126478	Checked by Macy Hurst	2018-02-04 14:34:35	2018-02-04 14:34:35	Controlling	Macy Hurst
Check contract conditions	False	126478	Checked by Macy Hurst	2018-02-04 14:34:40	2018-02-04 14:34:36.667	Controlling	Macy Hurst
Final check of invoice	False	126478	Checked by Aaron Chaney	2018-02-24 15:47:07	2018-02-04 14:34:40	Purchasing	Aaron Chaney
Approve invoice	True	126478	Approve hierarchy (level 2)	2018-03-02 11:50:04	2018-03-02 11:50:04	Line management	Eden Morrow
Check received invoice	False	126481	Checked by Macy Hurst	2018-02-04 10:47:26	2018-02-04 10:47:25.333	Controlling	Macy Hurst
Request data	False	126481	Request sent: 2018-02-04	2018-02-04 14:30:26	2018-02-04 12:01:46	Controlling	Macy Hurst
Check contract conditions	False	126481	Checked by Macy Hurst	2018-02-04 14:30:26	2018-02-04 14:30:26	Controlling	Macy Hurst
Check contract conditions	False	126481	Checked by Macy Hurst	2018-02-04 14:30:30	2018-02-04 14:30:27.333	Controlling	Macy Hurst
Final check of invoice	False	126481	Checked by Aurelia Morrow	2018-02-24 15:49:23	2018-02-24 15:49:23	Other	Aurelia Morrow
Approve invoice	True	126481	Approve hierarchy (level 1)	2018-03-01 10:18:36	2018-03-01 10:18:36	Financial approval	Neil Vega
Pay invoice	True	126478	Bank account 5111677	2018-03-02 14:50:30	2018-03-02 14:50:30	Controlling	Macy Hurst
Check received invoice	False	126503	Checked by Macy Hurst	2018-02-04 11:00:40	2018-02-04 11:00:39.333	Controlling	Macy Hurst
Request data	False	126503	Request sent: 2018-02-04	2018-02-04 14:20:07	2018-02-04 12:07:09	Controlling	Macy Hurst
Check contract conditions	False	126503	Checked by Macy Hurst	2018-02-04 14:20:07	2018-02-04 14:20:07	Controlling	Macy Hurst
Check contract conditions	False	126503	Checked by Macy Hurst	2018-02-04 14:20:12	2018-02-04 14:20:08.667	Controlling	Macy Hurst
Final check of invoice	False	126503	Checked by Tatyana Howe	2018-02-24 16:26:44	2018-02-24 16:26:44	Other	Tatyana Howe
Pay invoice	True	126503	Bank account 5351701	2018-02-25 08:50:54	2018-02-25 08:50:54	Controlling	Macy Hurst
Check received invoice	False	126509	Checked by Macy Hurst	2018-02-04 11:00:57	2018-02-04 11:00:55.667	Controlling	Macy Hurst
Request data	False	126509	Request sent: 2018-02-04	2018-02-04 14:16:52	2018-02-04 12:06:15.333	Controlling	Macy Hurst
Check contract conditions	False	126509	Checked by Macy Hurst	2018-02-04 14:16:52	2018-02-04 14:16:52	Controlling	Macy Hurst
Check contract conditions	False	126509	Checked by Macy Hurst	2018-02-04 14:16:57	2018-02-04 14:16:53.667	Controlling	Macy Hurst
Final check of invoice	True	126509	Checked by System	2018-02-24 16:34:16	2018-02-24 16:34:16	Auto-processor	System
Final check of invoice	False	126509	Checked by Julian Bennett	2018-03-03 16:34:31	2018-03-03 16:34:31	Other	Julian Bennett
Pay invoice	True	126509	Bank account 5411707	2018-03-04 08:13:02	2018-03-04 08:13:02	Controlling	Macy Hurst
Check received invoice	False	126532	Checked by Macy Hurst	2018-02-04 11:02:00	2018-02-04 11:01:58.667	Controlling	Macy Hurst
Check contract conditions	False	126532	Checked by Macy Hurst	2018-02-04 14:46:37	2018-02-04 14:46:37	Controlling	Macy Hurst
Check contract conditions	False	126532	Checked by Macy Hurst	2018-02-04 14:46:43	2018-02-04 14:46:39	Controlling	Macy Hurst
Final check of invoice	False	126532	Checked by Aaron Chaney	2018-02-24 16:53:24	2018-02-04 14:46:43	Purchasing	Aaron Chaney
Approve invoice	True	126532	Approve hierarchy (level 1)	2018-03-02 11:58:11	2018-03-02 11:58:11	Line management	Eden Morrow
Pay invoice	True	126532	Bank account 5621728	2018-03-02 14:52:22	2018-03-02 14:52:22	Controlling	Macy Hurst
Check received invoice	False	126575	Checked by Rebecca Love	2018-02-04 12:18:39	2018-02-04 12:18:39	Finance	Rebecca Love
Final check of invoice	False	126575	Checked by Cecilia Kline	2018-02-10 08:55:33	2018-02-10 08:55:33	Other	Cecilia Kline
Approve invoice	True	126575	Approve hierarchy (level 3)	2018-02-19 09:22:28	2018-02-19 09:22:28	Auto-processor	System
Approve invoice	True	126575	Approve hierarchy (level 1)	2018-02-26 09:22:34	2018-02-26 09:22:34	Auto-processor	System
Final check of invoice	False	126575	Checked by Hashim Salinas	2018-03-07 09:25:07	2018-03-07 09:25:07	Other	Hashim Salinas
Pay invoice	True	126575	Bank account 6031769	2018-03-07 14:42:35	2018-03-07 14:42:35	Finance	Rebecca Love
Pay invoice	True	126575	Bank account 6031769	2018-03-07 15:47:28	2018-03-07 15:47:28	Administration	Hunter Garcia
Check received invoice	False	126614	Checked by Hunter Garcia	2018-02-04 15:00:07	2018-02-04 15:00:07	Administration	Hunter Garcia
Final check of invoice	False	126614	Checked by Alden Baxter	2018-02-09 11:15:10	2018-02-08 06:11:24.250	Purchasing	Alden Baxter
Pay invoice	True	126614	Bank account 6371803	2018-02-11 18:38:53	2018-02-11 18:38:53	Administration	Hunter Garcia
Final check of invoice	False	126642	Checked by Jaden Kent	2018-02-10 14:36:38	2018-02-10 04:49:39	Purchasing	Jaden Kent
Approve invoice	True	126642	Approve hierarchy (level 2)	2018-02-11 12:19:34	2018-02-11 12:19:34	Financial approval	Claire Frost
Request data	False	126753	Request sent: 2018-02-14	2018-02-16 12:23:24	2018-02-14 05:15:41.333	Controlling	Gary Le
Check contract conditions	False	126753	Checked by Gary Le	2018-02-16 12:23:26	2018-02-16 12:23:25.333	Controlling	Gary Le
Final check of invoice	False	126753	Checked by Oscar Medina	2018-02-16 12:25:11		Other	Oscar Medina
Check contract conditions	False	126753	Checked by Gary Le	2018-02-16 14:43:14	2018-02-16 13:57:13	Controlling	Gary Le
Final check of invoice	False	126753	Checked by Oscar Medina	2018-02-18 10:40:12		Other	Oscar Medina
Approve invoice	False	126753	Approve hierarchy (level 1)	2018-02-18 14:57:01	2018-02-18 13:52:48.750	Financial approval	Lunea Fitzgerald
Pay invoice	False	126753	Bank account 7551921	2018-02-18 15:01:54	2018-02-18 15:00:16.333	Controlling	Gary Le
Check received invoice	False	126793	Checked by Medge Patel	2018-02-10 09:30:36	2018-02-10 09:30:36	Finance	Medge Patel
Final check of invoice	False	126793	Checked by Carla Hanson	2018-02-11 14:12:45	2018-02-11 14:12:45	Other	Carla Hanson
Pay invoice	True	126793	Bank account 7781944	2018-02-12 06:59:27	2018-02-12 06:59:27	Finance	Medge Patel
Check received invoice	False	126846	Checked by Rebecca Love	2018-02-10 12:15:16	2018-02-10 12:15:16	Finance	Rebecca Love
Final check of invoice	False	126846	Checked by Alden Baxter	2018-02-11 14:45:21	2018-02-11 08:07:49.750	Purchasing	Alden Baxter
Check received invoice	False	126848	Checked by Hunter Garcia	2018-02-10 12:15:24	2018-02-10 12:15:24	Administration	Hunter Garcia
Final check of invoice	False	126848	Checked by Alden Baxter	2018-02-11 13:56:55	2018-02-11 07:31:32.250	Purchasing	Alden Baxter
Pay invoice	True	126846	Bank account 8281994	2018-02-11 18:28:08	2018-02-11 18:28:08	Finance	Rebecca Love
Pay invoice	True	126848	Bank account 8301996	2018-02-11 18:23:20	2018-02-11 18:23:20	Administration	Hunter Garcia
Check received invoice	False	126886	Checked by Fiona Luna	2018-02-11 08:30:25	2018-02-11 08:30:24.200	Controlling	Fiona Luna
Check contract conditions	False	126886	Checked by Fiona Luna	2018-02-18 13:45:28	2018-02-18 13:45:27.600	Controlling	Fiona Luna
Final check of invoice	False	126886	Checked by Quon Jefferson	2018-02-18 13:46:33		Other	Quon Jefferson
Approve invoice	False	126886	Approve hierarchy (level 2)	2018-02-19 17:17:52	2018-02-19 11:47:36.200	Financial approval	Neil Vega
Pay invoice	False	126886	Bank account 8662032	2018-02-19 17:36:50	2018-02-19 17:29:14.800	Controlling	Fiona Luna
